min_hold,trial,lbma_sharpe,lbma_dd,lbma_ret,lbma_sw,lbma_cost,gld_sharpe,gld_dd,gld_ret
0,hold,0.7288239627317902,-0.22006981863813357,0.04735676415213508,696,39.250223647842546,0.6694068793153586,-0.17953799357043454,0.04610641476820487
5,hold,0.72436471668177,-0.20177266911718483,0.047836251850885025,386,26.552958958686695,0.668849800495548,-0.17777520725906626,0.04643160465002083
10,hold,0.7095972788729927,-0.2175547700425675,0.048776456825631476,290,23.151925149352664,0.6932084758570639,-0.22527813224939486,0.050002704926519925
15,hold,0.62887995868748,-0.2368735375762957,0.042596067779332,228,20.832916907206716,0.5771161833173889,-0.2614364613585295,0.04063779161139425
20,hold,0.6616076141830374,-0.2555154240570884,0.04609633621903253,195,19.458240762170917,0.812122829407464,-0.18120451626280165,0.05939494982828686
30,hold,0.7245263690973807,-0.23927563655536366,0.05303313927102793,143,17.407506727173654,0.6932570803380993,-0.18061537191285393,0.051393849305699346
40,hold,0.6335028488753488,-0.2992278682211956,0.04578260401507461,127,16.093699860852897,0.5263113006388885,-0.2584607635129783,0.04063431025391351
60,hold,0.5654273796748861,-0.2202902486855769,0.03674637941337333,93,14.364547576537236,0.7335054911490879,-0.130559671677963,0.04838612651255647
