name,bars,start,end,strat_sharpe,bh_sharpe,strat_cagr,bh_cagr,strat_maxdd,bh_maxdd,strat_calmar,bh_calmar,in_market,positive_years,total_years
GLD full history (tradable ETF),5493,2004-11-18,2026-09-21,0.6932084758570639,0.621105709856283,0.050002704926519925,0.10149671524781434,-0.22527813224939486,-0.46487779260396145,0.22195986990501268,0.21832988553678104,0.5663571818678318,11,22
"LBMA gold PM fix (58 years, spot)",14687,1968-04-01,2026-09-21,0.7095972788729927,0.49707597062082326,0.048776456825631476,0.0804365205215618,-0.2175547700425675,-0.7248704735981022,0.22420311361634454,0.1109667498557254,0.500646830530401,33,59
